Project.ID,Plant.ID,species,sample.number,sla.mm2.mg,mean.seed.mass.mg,seed.notes,height.mm,width.longest.mm,width.90.from.longest.mm,leaf.area.mm2,leaf.wet.mass.mg,leaf.dry.mass.mg,aboverground.biomass.mg,number.buds,number.flowers,number.seeds,C13.plant.permill,delta.C13.discrimination.permill,C13.notes,root.dry.mass.mg,root.wet.mass.mg,root.volume.less.than.0.5mm.diameter.mm3,root.length.less.than.0.5mm.diameter.mm3,total.root.volume.cm3,total.root.length.cm,number.of.root.tips,root.length.per.volume.cm.m3,root.notes,stem.wet.mass.mg,stem.dry.mass.mg,stem.diameter.1.mm,stem.diameter.2.mm,stem.length
SURV.1,2011.white.4.9.Crassula.colorata,Crassula colorata,1,NA,0.005954861,,38,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.4.9.Gilberta.tenuifolia,Gilberta tenuifolia,1,NA,0.53084,,125,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.4.9.Lawrencella.rosea,Lawrencella rosea,1,NA,1.278262835,,130,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.4.9.Podolepis.canescens,Podolepis aristata,1,23.60770973,0.122951111,,330,NA,NA,116.78734,NA,4.947,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.4.9.Ptilotus.declinatus,Ptilotus declinatus,1,23.27777359,NA,,40,NA,NA,10.14910929,NA,0.436,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.4.9.Trachymene.ornata,Trachymene ornata,1,NA,1.68171,,125,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.4.9.Wahlenbergia.gracilenta,Wahlenbergia gracilenta,1,NA,0.007774194,,70,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.4.9.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,180,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Avena.barbata,Avena barbata,1,NA,11.28538274,,245,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Brachyscome.perpusilla,Brachyscome perpusilla,1,NA,0.44486,,40,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Ceratogyne.obionoides,Ceratogyne obionoides,1,34.88294034,0.297849662,,55,NA,NA,16.46474784,NA,0.472,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Ehrharta.longiflora,Ehrharta longiflora,1,NA,1.821024444,,135,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Gilberta.tenuifolia,Gilberta tenuifolia,1,NA,0.53084,,95,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Hypochaeris.glabra,Hypochaeris glabra,1,NA,0.41599678,,10,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Lobelia.gibbosa,Lobelia gibbosa,1,34.20485501,0.01,,130,NA,NA,54.72776802,NA,1.6,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Neurachne.alopecuroidea,Neurachne alopecuroidea,1,NA,NA,,140,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Podotheca.gnaphalioides,Podotheca gnaphalioides,1,NA,0.247825039,,75,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Poranthera.microphylla,Poranthera microphylla,1,28.13466712,0.059450714,,50,NA,NA,7.933976128,NA,0.282,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Ptilotus.sp,Ptilotus sp,1,NA,NA,,60,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Trachymene.ornata,Trachymene ornata,1,NA,1.68171,,145,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Vulpia.myuros,Vulpia myuros,1,NA,0.27818,,105,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Wahlenbergia.capensis,Wahlenbergia capensis,1,35.45808145,0.005888889,,50,NA,NA,24.89157318,NA,0.702,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.1.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,175,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Actinobole.uliginosum,Actinobole uliginosum,1,NA,0.047131865,,10,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Aira.cupaniana,Aira cupaniana,1,NA,0.022108333,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Aristida.contorta,Aristida contorta,1,NA,0.392327211,,80,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Borya.sphaerocephala,Borya sphaerocephala,1,NA,NA,,34,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Pentameris.airoides,Pentameris airoides,1,NA,0.050803484,,115,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Podolepis.lessonii,Podolepis lessonii,1,NA,0.030797751,,160,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,225,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.10.Zaluzianskya.divaricata,Zaluzianskya divaricata,1,NA,0.051621151,,14,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Actinobole.uliginosum,Actinobole uliginosum,1,39.01345291,0.047131865,,20,NA,NA,8.699999999,NA,0.223,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Aira.cupaniana,Aira cupaniana,1,40.535,0.022108333,,105,NA,NA,32.428,NA,0.8,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Avena.barbata,Avena barbata,1,NA,11.28538274,,220,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Caesia.micrantha,Caesia micrantha,1,NA,1.375,,120,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,28,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Chamaescilla.versicolor,Chamaescilla versicolor,1,NA,0.525018889,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Crassula.colorata,Crassula colorata,1,NA,0.005954861,,28,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Erodium.cygnorum,Erodium cygnorum,1,NA,6.356784994,,125,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Gonocarpus.nodulosus,Gonocarpus nodulosus,1,29.37696335,0.37042,,205,NA,NA,11.222,NA,0.382,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Hydrocotyle.pilifera,Hydrocotyle pilifera,1,NA,0.187539597,,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Hypochaeris.glabra,Hypochaeris glabra,1,NA,0.41599678,,10,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Neurachne.alopecuroidea,Neurachne alopecuroidea,1,NA,NA,,190,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Parentucellia.latifolia,Parentucellia latifolia,1,NA,0.008838178,,22,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Pentameris.airoides,Pentameris airoides,1,NA,0.050803484,,140,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Podolepis.lessonii,Podolepis lessonii,1,NA,0.030797751,,145,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Poranthera.microphylla,Poranthera microphylla,1,NA,0.059450714,,28,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Rhodanthe.laevis,Rhodanthe laevis,1,NA,0.04108,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Trachymene.cyanopetala,Trachymene cyanopetala,1,NA,2.4263,,185,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Vulpia.myuros,Vulpia myuros,1,NA,0.27818,,150,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Wahlenbergia.capensis,Wahlenbergia capensis,1,69.65638389,0.005888889,,100,NA,NA,81.289,NA,1.167,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Waitzia.acuminata,Waitzia acuminata,1,18.29406986,0.081320335,,190,NA,NA,112.6,NA,6.155,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.11.Zaluzianskya.divaricata,Zaluzianskya divaricata,1,NA,0.051621151,,50,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Arctotheca.calendula,Arctotheca calendula,1,NA,1.116985,,130,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Austrostipa.elegantissima,Austrostipa elegantissima,1,NA,1.555980008,,360,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Avena.barbata,Avena barbata,1,NA,11.28538274,,460,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Borya.sphaerocephala,Borya sphaerocephala,1,NA,NA,,34,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Erodium.botrys,Erodium botrys,1,NA,4.801168387,,360,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Erodium.cygnorum,Erodium cygnorum,1,32.74382278,6.356784994,,90,NA,NA,115.291,NA,3.521,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Hypochaeris.glabra,Hypochaeris glabra,1,85.72759242,0.41599678,,25,NA,NA,999.498,NA,11.659,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Podolepis.canescens,Podolepis aristata,1,24.61580935,0.122951111,,480,NA,NA,860.421,NA,34.954,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Podotheca.gnaphalioides,Podotheca gnaphalioides,1,NA,0.247825039,,170,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Trachymene.cyanopetala,Trachymene cyanopetala,1,NA,2.4263,,60,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Wahlenbergia.gracilenta,Wahlenbergia gracilenta,1,NA,0.007774194,,95,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.12.Waitzia.acuminata,Waitzia acuminata,1,20.14970421,0.081320335,,340,NA,NA,166.9,NA,8.283,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,25,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Dampiera.lavandulacea,Dampiera lavandulacea,1,9.572074618,2.42,,135,NA,NA,50.799,NA,5.307,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Gilberta.tenuifolia,Gilberta tenuifolia,1,NA,0.53084,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.stokes.4.13.Goodenia.berardiana,Goodenia berardiana,1,NA,2.386042857,,365,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Hypochaeris.glabra,Hypochaeris glabra,1,NA,0.41599678,,15,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Podolepis.canescens,Podolepis aristata,1,NA,0.122951111,,295,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Podotheca.gnaphalioides,Podotheca gnaphalioides,1,NA,0.247825039,,160,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Wahlenbergia.capensis,Wahlenbergia capensis,1,43.21102941,0.005888889,,105,NA,NA,117.534,NA,2.72,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Wahlenbergia.gracilenta,Wahlenbergia gracilenta,1,NA,0.007774194,,60,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.13.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,265,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Aristida.contorta,Aristida contorta,1,NA,0.392327211,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,7,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Crassula.colorata,Crassula colorata,1,NA,0.005954861,,40,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Hyalosperma.glutinosum.subsp.glutinosum,Hyalosperma glutinosum subsp glutinosum,1,NA,0.72884,,110,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Pentameris.airoides,Pentameris airoides,1,NA,0.050803484,,110,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Podolepis.lessonii,Podolepis lessonii,1,25.15515516,0.030797751,,150,NA,NA,75.39000001,NA,2.997,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Podotheca.gnaphalioides,Podotheca gnaphalioides,1,NA,0.247825039,,60,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Trachymene.cyanopetala,Trachymene cyanopetala,1,NA,2.4263,,150,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Vulpia.myuros,Vulpia myuros,1,NA,0.27818,,135,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,270,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.14.Zaluzianskya.divaricata,Zaluzianskya divaricata,1,NA,0.051621151,,45,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Aira.cupaniana,Aira cupaniana,1,NA,0.022108333,,75,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Arctotheca.calendula,Arctotheca calendula,1,NA,1.116985,,80,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Bromus.rubens,Bromus rubens,1,28.4183391,1.143358079,,90,NA,NA,82.129,NA,2.89,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,15,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Crassula.colorata,Crassula colorata,1,NA,0.005954861,,25,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Drosera.glanduligera,Drosera glanduligera,1,NA,NA,,2,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Erodium.botrys,Erodium botrys,1,15.21933049,4.801168387,,125,NA,NA,306.4260001,NA,20.134,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Erodium.cygnorum,Erodium cygnorum,1,NA,6.356784994,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Gonocarpus.nodulosus,Gonocarpus nodulosus,1,NA,0.37042,,80,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Pentameris.airoides,Pentameris airoides,1,NA,0.050803484,,120,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Podolepis.canescens,Podolepis aristata,1,NA,0.122951111,,365,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Podolepis.lessonii,Podolepis lessonii,1,NA,0.030797751,,105,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Podotheca.gnaphalioides,Podotheca gnaphalioides,1,NA,0.247825039,,60,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Poranthera.microphylla,Poranthera microphylla,1,NA,0.059450714,,38,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Schoenus.nanus,Schoenus nanus,1,NA,0.081687979,,35,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Velleia.cycnopotamica,Velleia cycnopotamica,1,NA,3.16565,,70,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Vulpia.myuros,Vulpia myuros,1,NA,0.27818,,195,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Wahlenbergia.capensis,Wahlenbergia capensis,1,42.40257235,0.005888889,,90,NA,NA,65.936,NA,1.555,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Wahlenbergia.gracilenta,Wahlenbergia gracilenta,1,40.80298507,0.007774194,,130,NA,NA,13.669,NA,0.335,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,265,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.15.Zaluzianskya.divaricata,Zaluzianskya divaricata,1,NA,0.051621151,,60,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.2.Aira.cupaniana,Aira cupaniana,1,NA,0.022108333,,70,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.2.Aristida.contorta,Aristida contorta,1,NA,0.392327211,,70,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.white.5.2.Avena.barbata,Avena barbata,1,NA,11.28538274,,155,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
