plot,treatment,focal,id.focal,seed,year,reserve
5A,0,UNK,1,NA,2017,perenjori
1B,1,UNK,13,NA,2017,perenjori
5A,0,UNK,2,NA,2017,perenjori
1B,1,UNK,6,NA,2017,perenjori
1B,1,UNK,7,NA,2017,perenjori
1B,1,UNK,8,NA,2017,perenjori
1B,1,UNK,9,NA,2017,perenjori
1A,0,UNK GRASS,12,NA,2017,perenjori
1A,0,UNK GRASS,15,NA,2017,perenjori
1A,0,UNK GRASS,18,NA,2017,perenjori
1A,0,UNK GRASS,2,NA,2017,perenjori
1A,0,UNK GRASS,24,NA,2017,perenjori
1A,0,UNK GRASS,27,NA,2017,perenjori
1A,0,UNK GRASS,4,NA,2017,perenjori
1A,0,UNK GRASS,5,NA,2017,perenjori
6A,0,UNKFB,1,NA,2017,perenjori
1B,1,UNKFB,2,0,2017,perenjori
1B,1,UNKFB,9,7,2017,perenjori
4A,0,UNKGOOC,4,,2017,perenjori
3B,1,UNKGOBE,4,,2017,perenjori
4A,0,UNKGOOC,8,NA,2017,perenjori
2B,1,UNKNOWN,1,NA,2017,perenjori
3A,0,UNKNOWN,1,NA,2017,perenjori
1A,0,UNKNOWN,12,0,2017,perenjori
3A,0,UNKNOWN,12,0,2017,perenjori
1B,1,UNKNOWN,13,1,2017,perenjori
2B,1,UNKNOWN,13,2,2017,perenjori
1A,0,UNKNOWN,18,0,2017,perenjori
3A,0,UNKNOWN,2,NA,2017,perenjori
1A,0,UNKNOWN,24,1,2017,perenjori
3A,0,UNKNOWN,3,NA,2017,perenjori
1A,0,UNKNOWN,33,0,2017,perenjori
1A,0,UNKNOWN,35,0,2017,perenjori
3A,0,UNKNOWN,4,NA,2017,perenjori
1A,0,UNKNOWN,5,1,2017,perenjori
3A,0,UNKNOWN,5,NA,2017,perenjori
3B,1,UNKNOWN,5,NA,2017,perenjori
2A,0,UNKNOWN,6,NA,2017,perenjori
2A,0,UNKNOWN,7,NA,2017,perenjori
2B,1,UNKNOWN,7,NA,2017,perenjori
2A,0,UNKNOWN,9,NA,2017,perenjori
1A,0,UNKNOWN,F15,1,2017,perenjori
3A,0,UNKNOWN,F15,23,2017,perenjori
3A,0,UNKNOWN,F20,3,2017,perenjori
1A,0,UNKNOWN,F23,0,2017,perenjori
1A,0,UNKNOWN,F26,1,2017,perenjori
1A,0,UNKNOWN,F5,1,2017,perenjori
1B,1,UNKNOWN,F7,1,2017,perenjori
2B,1,UNKNOWN,10,NA,2017,perenjori
2B,1,UNKNOWN,11,NA,2017,perenjori
2B,1,UNKNOWN,12,NA,2017,perenjori
2B,1,UNKNOWN,13,NA,2017,perenjori
2B,1,UNKNOWN,15,NA,2017,perenjori
2B,1,UNKNOWN,16,NA,2017,perenjori
2B,1,UNKNOWN,17,NA,2017,perenjori
2B,1,UNKNOWN,8,NA,2017,perenjori
2B,1,UNKNOWN,9,NA,2017,perenjori
10B,1,UNKNOWN,1,NA,2017,perenjori
3B,1,UNKPOCA,5,0,2017,perenjori
3B,1,UNKPTGA,1,7,2017,perenjori
1B,1,UNKFB,1,104,2017,perenjori
1B,1,UNKFB,3,0,2017,perenjori
2B,1,UNKWAAC,16,0,2017,perenjori
1B,1,VERO,1,5,2017,perenjori
4B,1,VERO,1,0,2017,perenjori
9A,0,VERO,1,NA,2017,perenjori
7B,1,VERO,10,NA,2017,perenjori
2A,0,VERO,100,22,2017,perenjori
5B,1,VERO,100,NA,2017,perenjori
5B,1,VERO,101,NA,2017,perenjori
5B,1,VERO,105,NA,2017,perenjori
5A,0,VERO,106,9,2017,perenjori
5A,0,VERO,109,22,2017,perenjori
2B,1,VERO,STFI,8,2017,perenjori
5B,1,VERO,110,3,2017,perenjori
2B,1,VERO,111,31,2017,perenjori
5B,1,VERO,116,2,2017,perenjori
4A,0,VERO,118,23,2017,perenjori
5B,1,VERO,118,15,2017,perenjori
5B,1,VERO,119,7,2017,perenjori
5B,1,VERO,120,4,2017,perenjori
5B,1,VERO,121,8,2017,perenjori
5B,1,VERO,122,6,2017,perenjori
5B,1,VERO,123,NA,2017,perenjori
5B,1,VERO,124,NA,2017,perenjori
4A,0,VERO,126,27,2017,perenjori
5A,0,VERO,128,NA,2017,perenjori
4A,0,VERO,129,44,2017,perenjori
4A,0,VERO,134,18,2017,perenjori
4A,0,VERO,135,4,2017,perenjori
4A,0,VERO,139,8,2017,perenjori
4B,1,VERO,14,13,2017,perenjori
5B,1,VERO,145,NA,2017,perenjori
3B,1,VERO,146,NA,2017,perenjori
4A,0,VERO,149,7,2017,perenjori
5B,1,VERO,153,5,2017,perenjori
4A,0,VERO,155,22,2017,perenjori
5A,0,VERO,158,2,2017,perenjori
4A,0,VERO,160,32,2017,perenjori
5B,1,VERO,160,4,2017,perenjori
4A,0,VERO,161,33,2017,perenjori
4A,0,VERO,162,13,2017,perenjori
4A,0,VERO,163,2,2017,perenjori
5B,1,VERO,163,NA,2017,perenjori
4A,0,VERO,168,10,2017,perenjori
5B,1,VERO,168,NA,2017,perenjori
2A,0,VERO,17,NA,2017,perenjori
4A,0,VERO,172,NA,2017,perenjori
5B,1,VERO,172,6,2017,perenjori
4A,0,VERO,178,1,2017,perenjori
4A,0,VERO,179,1,2017,perenjori
2A,0,VERO,18,NA,2017,perenjori
4A,0,VERO,181,1,2017,perenjori
5A,0,VERO,187,NA,2017,perenjori
4A,0,VERO,199,26,2017,perenjori
5A,0,VERO,199,2,2017,perenjori
10B,1,VERO,2,0,2017,perenjori
2A,0,VERO,2,22,2017,perenjori
4B,1,VERO,2,0,2017,perenjori
5B,1,VERO,2,9,2017,perenjori
6A,0,VERO,2,NA,2017,perenjori
3B,1,VERO,21,20,2017,perenjori
4B,1,VERO,22,3,2017,perenjori
4A,0,VERO,24,24,2017,perenjori
4B,1,VERO,27,11,2017,perenjori
10A,0,VERO,3,NA,2017,perenjori
9B,1,VERO,3,24,2017,perenjori
2B,1,VERO,30,19,2017,perenjori
4B,1,VERO,32,18,2017,perenjori
3A,0,VERO,33,26,2017,perenjori
4B,1,VERO,33,22,2017,perenjori
10A,0,VERO,4,NA,2017,perenjori
10B,1,VERO,4,0,2017,perenjori
5A,0,VERO,4,1,2017,perenjori
4B,1,VERO,46,10,2017,perenjori
4B,1,VERO,48,28,2017,perenjori
4B,1,VERO,49,7,2017,perenjori
7B,1,VERO,50,4,2017,perenjori
4B,1,VERO,51,8,2017,perenjori
5B,1,VERO,51,3,2017,perenjori
4B,1,VERO,52,9,2017,perenjori
5B,1,VERO,52,4,2017,perenjori
4B,1,VERO,53,12,2017,perenjori
5B,1,VERO,57,21,2017,perenjori
5B,1,VERO,58,6,2017,perenjori
5B,1,VERO,59,2,2017,perenjori
5B,1,VERO,6,6,2017,perenjori
7A,0,VERO,6,NA,2017,perenjori
5B,1,VERO,60,0,2017,perenjori
5B,1,VERO,61,7,2017,perenjori
3B,1,VERO,67&66,3,2017,perenjori
2B,1,VERO,68,NA,2017,perenjori
4A,0,VERO,68,2,2017,perenjori
2A,0,VERO,7,10,2017,perenjori
9B,1,VERO,7,15,2017,perenjori
2B,1,VERO,70,13,2017,perenjori
4B,1,VERO,70,37,2017,perenjori
2B,1,VERO,71,NA,2017,perenjori
4B,1,VERO,72,10,2017,perenjori
5A,0,VERO,72,NA,2017,perenjori
7B,1,VERO,72,NA,2017,perenjori
4B,1,VERO,73,20,2017,perenjori
3B,1,VERO,74,9,2017,perenjori
4B,1,VERO,74,8,2017,perenjori
4B,1,VERO,78,26,2017,perenjori
5A,0,VERO,78,NA,2017,perenjori
2B,1,VERO,79,2,2017,perenjori
4B,1,VERO,79,38,2017,perenjori
2A,0,VERO,8,3,2017,perenjori
7B,1,VERO,86,16,2017,perenjori
4B,1,VERO,87,52,2017,perenjori
4B,1,VERO,88,31,2017,perenjori
2A,0,VERO,9,7,2017,perenjori
4A,0,VERO,97,34,2017,perenjori
5B,1,WAAC,1,NA,2017,perenjori
5A,0,WAAC,3,NA,2017,perenjori
5B,1,WAAC,4,NA,2017,perenjori
